13	0.265943	14.3588	0.292092
2.76	0.265992	19.775	0.993372
8	0.268938	15.1481	2.35221
13	0.269188	13.8703	0.283483
7	0.272156	13.7426	0.606042
13	0.272437	13.392	0.268128
2.76	0.273187	17.5549	0.906077
13	0.275653	12.936	0.25952
8	0.276542	13.7844	2.07111
7	0.277731	12.9456	0.570851
13	0.278853	12.4938	0.242491
2.76	0.28031	16.8249	0.893089
13	0.282059	12.0691	0.233885
7	0.282928	14.5208	0.641245
7	0.283596	12.0734	0.540272
13	0.28525	11.6681	0.225279
8	0.286181	12.885	1.97972
2.76	0.287363	15.5663	0.853636
8	0.287866	12.1136	1.82601
13	0.288428	11.2688	0.208457
7	0.289415	11.4696	0.521374
13	0.291592	10.8789	0.199854
2.76	0.29435	13.4821	0.758557
13	0.294761	10.5117	0.191252
7	0.295353	10.5974	0.488809
13	0.297898	10.1584	0.182651
8	0.299471	10.6169	1.60187
13	0.301041	9.80605	0.17405
2.76	0.301273	12.9534	0.737102
7	0.301409	9.59378	0.452387
8	0.303029	10.1805	1.66741
13	0.304172	9.47388	0.165659
13	0.30729	9.13959	0.157063
7	0.307579	9.02486	0.432855
2.76	0.308134	11.7402	0.684859
13	0.310395	8.83426	0.148469
8	0.31135	9.26591	1.39777
13	0.313489	8.53687	0.140097
7	0.313701	8.55524	0.409542
2.76	0.314937	10.3859	0.640933
13	0.316589	8.23896	0.139659
8	0.319521	8.47883	1.41268
13	0.319677	7.95938	0.129635
7	0.320096	7.75822	0.387421
2.76	0.321683	9.9882	0.629283
13	0.322754	7.69117	0.123647
8	0.323527	8.00561	1.21459
13	0.325819	7.4242	0.117662
7	0.326442	6.88337	0.350605
2.76	0.328375	9.13235	0.581536
13	0.328873	7.17115	0.11168
13	0.331916	6.92223	0.1057
7	0.333054	6.48352	0.336208
13	0.334966	6.68713	0.100582
2.76	0.335014	8.39734	0.549149
8	0.335689	7.03464	1.19688
8	0.336009	6.89316	1.04886
13	0.338005	6.4556	0.0954416
7	0.339615	5.99779	0.317457
13	0.341033	6.23539	0.091941
2.76	0.341603	7.85866	0.538778
13	0.344051	6.01641	0.0876349
7	0.346437	5.42619	0.293628
13	0.347059	5.80815	0.0841605
2.76	0.348143	7.04309	0.500879
8	0.348803	5.92268	0.899747
13	0.350074	5.60543	0.0806867
8	0.35156	5.9754	1.04705
13	0.353062	5.41029	0.078017
7	0.353206	5.10148	0.281763
2.76	0.354635	6.31814	0.462401
13	0.356057	5.22269	0.0745698
13	0.359042	5.03764	0.071124
7	0.36023	4.54061	0.257134
2.76	0.361081	5.64353	0.449391
8	0.361899	5.06205	0.766416
13	0.362035	4.85958	0.0685073
13	0.365001	4.69496	0.0658641
8	0.367157	4.64644	0.942144
2.76	0.367483	5.81974	0.553965
7	0.367504	4.07903	0.235941
13	0.367958	4.5281	0.063248
13	0.370922	4.3662	0.0606323
2.76	0.373842	4.82796	0.392139
13	0.373877	4.21152	0.0580446
7	0.374721	3.73017	0.222397
8	0.375351	4.28748	0.649646
13	0.376824	4.06083	0.0554302
13	0.379761	3.91511	0.0528447
2.76	0.38016	4.50576	0.379028
7	0.382183	3.24444	0.197876
8	0.382502	3.88879	0.875672
13	0.382706	3.77911	0.051084
13	0.385626	3.64505	0.0485006
2.76	0.386437	4.19867	0.359775
13	0.388554	3.51454	0.0467407
8	0.389132	3.59921	0.54777
7	0.389883	3.02171	0.189397
13	0.391473	3.38434	0.0449519
2.76	0.392674	3.76068	0.325501
